ID_PESSOA,IDADE,TEMPO_SERVICO,TIPO_PESSOA,SEXO,EST_CIVIL,TEM_CONSIG,QTD_CONSIG
1178,90,,PEN,F,VIU,N,0
1179,64,,PEN,F,CAS,S,0
1180,77,,PEN,F,DES,N,0
1181,70,,PEN,F,CAS,N,0
1182,66,,PEN,F,CAS,N,0
1183,61,,PEN,F,CAS,S,0
1184,66,,PEN,F,SOL,S,4
1185,59,,PEN,F,SOL,S,0
1186,57,,PEN,F,CAS,S,0
1187,74,,PEN,F,DIV,S,0
1188,73,,PEN,F,CAS,N,1
1189,76,,PEN,F,CAS,S,4
1190,77,,PEN,F,CAS,S,3
1191,77,,PEN,F,CAS,N,0
1192,57,,PEN,F,SOL,S,0
1193,88,,PEN,F,DIV,S,0
1194,82,,PEN,F,CAS,N,0
1195,85,,PEN,F,VIU,S,0
1196,75,,PEN,F,CAS,S,6
1197,94,,PEN,F,VIU,S,0
1198,86,,PEN,F,SOL,N,0
1199,62,,PEN,F,SOL,N,0
1200,91,,PEN,F,SOL,N,0
1201,64,,PEN,F,SOL,N,2
1202,56,,PEN,F,DIV,N,3
1203,96,,PEN,F,VIU,N,1
1204,84,,PEN,F,SOL,S,1
1205,91,,PEN,F,VIU,N,1
1206,62,,PEN,F,SOL,N,5
1207,81,,PEN,F,VIU,N,1
1208,90,,PEN,F,VIU,S,1
1209,85,,PEN,F,VIU,S,1
1210,79,,PEN,F,CAS,N,0
1211,86,,PEN,F,CAS,N,0
1212,62,,PEN,F,SOL,N,0
1213,68,,PEN,F,SOL,S,2
1214,74,,PEN,F,VIU,N,10
1215,80,,PEN,F,VIU,N,0
1216,75,,PEN,F,DIV,N,1
1217,73,,PEN,F,CAS,S,1
1218,59,,PEN,F,SOL,N,5
1219,66,,PEN,F,CAS,N,1
1220,75,,PEN,F,SOL,N,0
1221,59,,PEN,F,SOL,S,0
1222,73,,PEN,F,CAS,S,9
1223,80,,PEN,F,VIU,S,1
1224,78,,PEN,F,DIV,S,1
1225,81,,PEN,F,VIU,S,3
1226,77,,PEN,F,SEP,S,0
1227,82,,PEN,F,VIU,S,2
1228,68,,PEN,F,SOL,S,2
1229,81,,PEN,F,VIU,N,2
1230,86,,PEN,F,CAS,S,0
1231,53,,PEN,F,SOL,N,3
1232,82,,PEN,F,CAS,N,1
1233,82,,PEN,F,VIU,S,0
1234,86,,PEN,F,VIU,S,0
1235,74,,PEN,F,SOL,N,0
1236,76,,PEN,F,VIU,S,9
1237,60,,PEN,F,CAS,S,1
1238,72,,PEN,F,SOL,S,4
1239,69,,PEN,F,SOL,S,2
1240,90,,PEN,F,VIU,N,0
1241,89,,PEN,F,SOL,N,0
1242,53,,PEN,F,SOL,N,0
1243,90,,PEN,F,VIU,S,1
1244,87,,PEN,F,VIU,S,3
1245,74,,PEN,F,VIU,N,1
1246,62,,PEN,F,CAS,S,1
1247,87,,PEN,F,SOL,S,0
1248,82,,PEN,F,VIU,S,1
1249,89,,PEN,F,CAS,N,1
1250,80,,PEN,M,VIU,N,1
1251,76,,PEN,F,CAS,N,2
1252,78,,PEN,F,SOL,N,5
1253,63,,PEN,F,DIV,S,4
1254,70,,PEN,F,CAS,N,0
1255,46,,PEN,F,SOL,S,1
1256,86,,PEN,F,VIU,S,0
1257,73,,PEN,F,DIV,S,7
1258,71,,PEN,F,SOL,N,7
1259,79,,PEN,F,SOL,S,0
1260,71,,PEN,F,CAS,S,1
1261,80,,PEN,F,SOL,S,5
1262,81,,PEN,F,VIU,S,5
1263,66,,PEN,F,SOL,S,11
1264,98,,PEN,F,VIU,N,0
1265,79,,PEN,F,SOL,N,1
1266,81,,PEN,F,CAS,N,0
1267,78,,PEN,F,DIV,S,0
1268,80,,PEN,F,DIV,S,0
1269,81,,PEN,F,CAS,S,0
1270,76,,PEN,F,CAS,S,0
1271,94,,PEN,F,VIU,S,0
1272,64,,PEN,F,CAS,S,3
1273,82,,PEN,F,VIU,N,0
1274,94,,PEN,F,VIU,S,0
1275,72,,PEN,F,SOL,N,0
1276,60,,PEN,F,SOL,S,2
1277,41,,PEN,F,SOL,N,0
1278,49,,PEN,F,SOL,S,5
1279,95,,PEN,F,VIU,N,5
1280,81,,PEN,F,VIU,N,0
1281,74,,PEN,F,CAS,N,0
1282,72,,PEN,F,DIV,N,3
1283,78,,PEN,F,CAS,S,1
1284,65,,PEN,F,VIU,S,0
1285,74,,PEN,F,CAS,S,0
1286,81,,PEN,F,SOL,S,0
1287,81,,PEN,F,CAS,S,1
1288,69,,PEN,F,SOL,S,13
1289,93,,PEN,F,VIU,N,0
1290,75,,PEN,F,CAS,S,0
1291,63,,PEN,F,SOL,S,0
1292,83,,PEN,F,VIU,S,0
1293,95,,PEN,F,VIU,N,1
1294,89,,PEN,F,VIU,N,2
1295,79,,PEN,F,SEP,N,2
1296,86,,PEN,F,VIU,S,0
1298,87,,PEN,F,SOL,S,3
1299,78,,PEN,F,CAS,S,0
1300,87,,PEN,F,CAS,N,0
1301,77,,PEN,F,DES,S,1
1302,72,,PEN,F,SOL,N,0
1303,78,,PEN,F,CAS,N,0
1304,78,,PEN,F,SEP,S,0
1305,77,,PEN,F,SEP,S,5
1306,83,,PEN,F,VIU,S,0
1307,91,,PEN,F,SOL,S,0
1308,61,,PEN,F,CAS,N,0
1309,64,,PEN,F,SOL,N,1
1310,63,,PEN,F,SOL,S,2
1312,70,,PEN,F,VIU,N,2
1313,79,,PEN,F,SOL,N,1
1314,79,,PEN,F,DIV,N,2
1315,84,,PEN,F,VIU,N,0
1316,73,,PEN,F,SOL,N,9
1317,69,,PEN,F,SEP,N,1
1318,87,,PEN,F,VIU,S,1
1319,70,,PEN,F,SOL,N,3
1320,84,,PEN,F,SOL,N,1
1321,63,,PEN,F,SOL,S,0
1322,71,,PEN,F,CAS,S,0
1323,69,,PEN,F,CAS,N,0
1324,70,,PEN,F,CAS,S,0
1325,66,,PEN,F,VIU,S,1
1327,80,,PEN,F,CAS,S,0
1328,72,,PEN,F,CAS,S,0
1329,93,,PEN,F,VIU,S,0
1330,73,,PEN,F,CAS,S,0
1331,64,,PEN,F,CAS,N,0
1332,66,,PEN,F,DIV,N,0
1333,80,,PEN,F,VIU,N,3
1334,49,,PEN,F,SOL,S,0
1335,58,,PEN,F,VIU,N,0
1336,95,,PEN,F,VIU,S,0
1337,81,,PEN,F,VIU,S,8
1338,90,,PEN,F,VIU,N,0
1339,81,,PEN,F,VIU,N,1
1340,87,,PEN,F,VIU,N,0
1341,98,,PEN,F,VIU,S,0
1342,68,,PEN,F,SEP,N,2
1343,84,,PEN,F,CAS,S,0
1344,82,,PEN,F,CAS,S,0
1345,77,,PEN,F,CAS,S,4
1346,96,,PEN,F,VIU,N,1
1347,59,,PEN,F,CAS,N,0
1348,68,,PEN,F,SOL,S,7
1349,45,,PEN,F,SOL,S,1
1350,77,,PEN,F,SOL,N,2
1351,65,,PEN,F,VIU,S,1
1352,89,,PEN,F,SOL,N,0
1353,69,,PEN,F,VIU,S,0
1354,77,,PEN,F,SOL,S,0
1355,64,,PEN,F,VIU,S,9
1356,64,,PEN,F,SEP,S,2
1357,89,,PEN,F,VIU,S,5
1358,90,,PEN,F,SOL,S,2
1359,83,,PEN,F,SOL,S,0
1360,50,,PEN,F,SOL,S,6
1361,72,,PEN,F,SOL,N,19
1362,63,,PEN,F,SOL,N,0
1363,73,,PEN,F,SOL,N,0
1365,69,,PEN,F,CAS,N,3
1366,72,,PEN,F,VIU,S,2
1367,72,,PEN,F,CAS,S,0
1368,88,,PEN,F,VIU,S,1
1369,93,,PEN,F,VIU,S,4
1370,86,,PEN,F,VIU,N,0
1371,82,,PEN,F,CAS,S,0
1372,89,,PEN,F,SOL,S,0
1373,63,,PEN,F,VIU,N,3
1374,93,,PEN,F,SOL,N,1
1375,66,,PEN,F,SOL,S,2
1376,42,,PEN,F,SOL,S,3
1377,69,,PEN,F,VIU,N,7
1378,76,,PEN,F,SOL,S,0
1379,80,,PEN,F,VIU,S,2
1380,84,,PEN,F,DES,N,0
1381,38,,PEN,F,SOL,N,3
1382,95,,PEN,F,VIU,N,0
1383,60,,PEN,F,SOL,S,11
1384,91,,PEN,F,VIU,N,1
1385,65,,PEN,F,CAS,S,0
1386,81,,PEN,F,SOL,N,1
1387,73,,PEN,F,DIV,S,1
1388,62,,PEN,F,CAS,S,0
1389,82,,PEN,F,VIU,N,0
1390,77,,PEN,F,VIU,N,1
1391,71,,PEN,F,CAS,N,0
1392,56,,PEN,F,SOL,S,0
1393,96,,PEN,F,SOL,N,0
1394,78,,PEN,F,CAS,N,2
1395,76,,PEN,F,VIU,S,1
1396,71,,PEN,F,VIU,N,2
1397,80,,PEN,F,VIU,N,1
1398,77,,PEN,F,VIU,N,0
1399,94,,PEN,F,VIU,N,0
1400,70,,PEN,F,CAS,N,2
1401,89,,PEN,F,SOL,S,0
1402,73,,PEN,F,SOL,S,3
1403,68,,PEN,F,SOL,N,0
1404,80,,PEN,F,CAS,N,1
1405,63,,PEN,F,SOL,N,0
1406,60,,PEN,F,DIV,S,0
1407,83,,PEN,F,DIV,S,4
1408,95,,PEN,F,VIU,N,0
1411,82,,PEN,F,VIU,S,2
1412,58,,PEN,F,SOL,S,8
1413,60,,PEN,F,CAS,S,16
1415,56,,PEN,F,CAS,N,4
1416,58,,PEN,F,SOL,N,9
1417,57,,PEN,F,SOL,S,6
1418,83,,PEN,F,VIU,S,0
1419,67,,PEN,F,SOL,S,7
1420,91,,PEN,F,VIU,S,1
1421,81,,PEN,F,CAS,S,1
1422,95,,PEN,F,CAS,S,0
1423,75,,PEN,F,DIV,N,4
1424,90,,PEN,F,VIU,S,0
1425,68,,PEN,F,VIU,S,0
1426,61,,PEN,F,VIU,S,0
1427,74,,PEN,F,SOL,S,0
1428,70,,PEN,F,VIU,S,1
1429,70,,PEN,F,DIV,S,0
1430,78,,PEN,F,CAS,S,0
1431,58,,PEN,F,CAS,S,1
1432,90,,PEN,F,VIU,S,1
1433,77,,PEN,F,VIU,S,0
1434,76,,PEN,F,VIU,S,5
1435,92,,PEN,F,VIU,S,0
1436,82,,PEN,F,CAS,S,1
1437,72,,PEN,F,CAS,S,2
1438,68,,PEN,F,CAS,N,0
1439,76,,PEN,F,SOL,S,0
1440,46,,PEN,F,SOL,S,6
1441,78,,PEN,F,CAS,S,6
1443,78,,PEN,F,SOL,S,0
1444,43,,PEN,F,SOL,S,1
1445,49,,PEN,F,DIV,S,3
1446,83,,PEN,F,VIU,S,0
1447,82,,PEN,F,DIV,S,1
1448,82,,PEN,F,VIU,S,5
1449,84,,PEN,F,VIU,S,1
1450,81,,PEN,F,SOL,S,0
1451,88,,PEN,F,SOL,S,0
1452,94,,PEN,F,VIU,S,3
1453,63,,PEN,F,CAS,S,2
1454,57,,PEN,F,CAS,S,5
1455,69,,PEN,F,SOL,S,5
1456,86,,PEN,F,VIU,S,0
1457,64,,PEN,F,SOL,S,4
1458,86,,PEN,F,VIU,S,1
1459,67,,PEN,F,SOL,S,1
1460,43,,PEN,F,SOL,S,12
1461,73,,PEN,F,CAS,S,0
1462,80,,PEN,F,VIU,S,0
1463,78,,PEN,F,DIV,N,6
1464,79,,PEN,F,VIU,S,0
1465,60,,PEN,F,SOL,N,2
1466,66,,PEN,F,SOL,S,0
1467,37,,PEN,F,CAS,S,3
1468,98,,PEN,F,VIU,S,0
1469,68,,PEN,F,CAS,S,7
1470,89,,PEN,F,VIU,N,3
1471,81,,PEN,F,CAS,N,1
1472,87,,PEN,F,VIU,S,1
1473,95,,PEN,F,VIU,N,0
1474,90,,PEN,F,VIU,S,2
1475,76,,PEN,F,SOL,N,3
1476,74,,PEN,F,VIU,N,7
1477,65,,PEN,F,SOL,N,1
1478,59,,PEN,F,SOL,S,1
1479,61,,PEN,F,VIU,N,1
1480,68,,PEN,F,SOL,S,0
1481,63,,PEN,F,DIV,S,9
1482,94,,PEN,F,VIU,S,0
1483,48,,PEN,F,SOL,N,2
1484,73,,PEN,F,CAS,S,0
1485,85,,PEN,F,CAS,S,0
1486,96,,PEN,F,SOL,S,5
1487,89,,PEN,F,CAS,S,0
1488,61,,PEN,F,DIV,N,0
1489,41,,PEN,F,SOL,N,0
1490,59,,PEN,F,SOL,S,3
1491,72,,PEN,F,CAS,N,3
1492,78,,PEN,F,SOL,N,0
1493,64,,PEN,F,CAS,N,1
1494,92,,PEN,F,VIU,S,0
1495,77,,PEN,F,SOL,S,4
1496,92,,PEN,F,VIU,N,0
1497,83,,PEN,F,SOL,N,2
1498,73,,PEN,F,CAS,S,0
1499,83,,PEN,F,VIU,N,1
1500,70,,PEN,F,SEP,S,12
1501,78,,PEN,F,VIU,N,3
1502,61,,PEN,F,VIU,S,1
1503,72,,PEN,F,SOL,N,0
1504,84,,PEN,F,VIU,S,0
1505,59,,PEN,F,SOL,N,6
1506,80,,PEN,F,VIU,S,0
1507,80,,PEN,F,VIU,N,0
1508,83,,PEN,F,VIU,S,0
1509,78,,PEN,F,VIU,N,0
1510,96,,PEN,F,SOL,N,0
1511,65,,PEN,F,DIV,N,8
1512,50,,PEN,F,SOL,S,2
1513,70,,PEN,F,SOL,N,3
1515,72,,PEN,F,SOL,S,4
1516,73,,PEN,F,SOL,S,1
1517,72,,PEN,F,SOL,N,0
1518,66,,PEN,F,SOL,S,4
1519,60,,PEN,F,SOL,S,3
1520,92,,PEN,F,VIU,S,0
1521,100,,PEN,F,VIU,N,1
1522,72,,PEN,F,VIU,N,1
1523,78,,PEN,F,VIU,S,2
1524,57,,PEN,F,SOL,N,0
1525,71,,PEN,F,VIU,S,2
1526,77,,PEN,F,SOL,S,3
1527,92,,PEN,F,VIU,S,1
1528,63,,PEN,F,SOL,N,0
1529,90,,PEN,F,SOL,S,2
1530,81,,PEN,F,VIU,S,11
1532,70,,PEN,F,SOL,N,0
1533,72,,PEN,F,DIV,N,0
1534,64,,PEN,F,CAS,N,4
1535,49,,PEN,F,SOL,N,3
1537,61,,PEN,F,SOL,N,0
1538,69,,PEN,F,VIU,S,2
1539,86,,PEN,F,VIU,S,0
1540,80,,PEN,F,VIU,N,0
1541,73,,PEN,F,SOL,S,1
1542,77,,PEN,F,SOL,N,4
1543,98,,PEN,F,VIU,S,1
1544,65,,PEN,F,VIU,S,0
1545,67,,PEN,F,SOL,S,5
1546,86,,PEN,F,VIU,S,0
1547,68,,PEN,F,SOL,S,2
1548,50,,PEN,F,SOL,N,6
1549,83,,PEN,F,VIU,N,1
1550,67,,PEN,F,CAS,S,0
1551,95,,PEN,F,VIU,S,0
1552,73,,PEN,F,SOL,S,9
1553,56,,PEN,F,CAS,N,2
1554,62,,PEN,F,CAS,S,1
1555,87,,PEN,F,VIU,N,0
1556,101,,PEN,F,VIU,N,0
1557,79,,PEN,F,VIU,S,0
1558,95,,PEN,F,VIU,N,1
1559,81,,PEN,F,VIU,S,2
1561,83,,PEN,F,SOL,S,1
1562,58,,PEN,F,SOL,S,5
1563,87,,PEN,F,VIU,S,0
1564,90,,PEN,F,VIU,S,1
1565,72,,PEN,F,SOL,S,0
1566,56,,PEN,F,SOL,N,0
1567,62,,PEN,F,SOL,N,10
1568,87,,PEN,F,VIU,N,1
1569,94,,PEN,F,VIU,N,0
1570,63,,PEN,F,CAS,N,2
1571,60,,PEN,F,SOL,S,3
1572,72,,PEN,F,VIU,S,7
1573,63,,PEN,F,VIU,S,3
1574,94,,PEN,F,SOL,S,0
1575,70,,PEN,F,VIU,N,0
1576,97,,PEN,F,VIU,S,0
1577,76,,PEN,F,VIU,N,5
1578,83,,PEN,F,VIU,S,0
1579,47,,PEN,F,CAS,N,0
1580,79,,PEN,F,SOL,N,0
1582,75,,PEN,F,SOL,S,0
1583,69,,PEN,F,SOL,N,0
1584,92,,PEN,F,VIU,S,1
1585,65,,PEN,F,CAS,S,0
1586,67,,PEN,F,SOL,N,0
1587,62,,PEN,F,CAS,N,0
1588,79,,PEN,M,CAS,N,2
1589,65,,PEN,F,SOL,S,3
1590,66,,PEN,F,SOL,N,0
1591,84,,PEN,F,DIV,S,0
1592,75,,PEN,F,CAS,N,0
1594,75,,PEN,F,SOL,N,0
1595,70,,PEN,F,CAS,N,1
1596,71,,PEN,F,SOL,S,4
1597,65,,PEN,F,CAS,N,6
1598,88,,PEN,F,CAS,N,2
1599,67,,PEN,F,SOL,N,1
1600,90,,PEN,F,CAS,N,2
1601,97,,PEN,F,VIU,S,1
1602,73,,PEN,F,SEP,S,9
1603,77,,PEN,F,VIU,N,0
1604,69,,PEN,F,DIV,N,1
1605,82,,PEN,F,SOL,N,1
1606,76,,PEN,F,SOL,N,1
1607,67,,PEN,F,CAS,N,4
1608,74,,PEN,F,CAS,N,1
1609,90,,PEN,F,VIU,N,0
1610,76,,PEN,F,SOL,N,4
1611,74,,PEN,F,CAS,N,2
1612,77,,PEN,F,VIU,N,3
1613,66,,PEN,F,VIU,N,0
1614,79,,PEN,F,CAS,N,25
1615,87,,PEN,F,VIU,N,0
1616,59,,PEN,F,CAS,N,12
1617,77,,PEN,F,VIU,N,0
1618,58,,PEN,F,SOL,N,1
1619,65,,PEN,F,SOL,S,1
1620,48,,PEN,F,SOL,S,0
1622,62,,PEN,F,SOL,S,1
1623,63,,PEN,F,SOL,N,1
1624,82,,PEN,F,CAS,S,0
1625,66,,PEN,F,CAS,S,6
1626,95,,PEN,F,VIU,N,0
1627,72,,PEN,F,VIU,S,0
1628,85,,PEN,F,VIU,N,0
1629,83,,PEN,F,VIU,S,7
1630,64,,PEN,F,SOL,N,0
1632,68,,PEN,F,SOL,S,0
1633,75,,PEN,F,VIU,S,0
1634,88,,PEN,F,SOL,S,1
1635,75,,PEN,F,SOL,S,0
1636,79,,PEN,F,SOL,S,0
1637,66,,PEN,F,VIU,N,7
1638,73,,PEN,F,SOL,N,1
1639,63,,PEN,F,SOL,S,0
1640,59,,PEN,F,SOL,N,0
1641,79,,PEN,F,CAS,N,2
1642,61,,PEN,F,VIU,S,6
1643,69,,PEN,F,SOL,S,1
1644,70,,PEN,F,CAS,S,1
1645,64,,PEN,F,SOL,S,2
1646,66,,PEN,F,DIV,S,1
1647,48,,PEN,F,SOL,N,0
1648,95,,PEN,F,VIU,N,1
1649,75,,PEN,F,VIU,S,0
1650,95,,PEN,F,CAS,S,0
1651,67,,PEN,F,VIU,N,0
1652,73,,PEN,F,VIU,S,0
1653,82,,PEN,F,VIU,S,3
1654,86,,PEN,F,CAS,S,0
1655,65,,PEN,F,SOL,N,8
1656,80,,PEN,F,SOL,N,0
1657,57,,PEN,F,SOL,N,4
1658,49,,PEN,F,SOL,S,0
1659,56,,PEN,F,SOL,N,5
1660,62,,PEN,F,VIU,S,5
1661,66,,PEN,F,VIU,S,0
1662,74,,PEN,F,SOL,S,0
1664,65,,PEN,F,SEP,N,13
1665,65,,PEN,F,VIU,S,1
1666,74,,PEN,F,SOL,N,0
1667,90,,PEN,F,SOL,S,0
1668,69,,PEN,F,VIU,N,0
1669,74,,PEN,F,VIU,S,1
1670,78,,PEN,F,SOL,S,3
1671,57,,PEN,F,SOL,S,0
1672,86,,PEN,F,VIU,N,1
1673,73,,PEN,F,VIU,N,0
1674,79,,PEN,F,SOL,N,5
1675,78,,PEN,F,SOL,N,0
1676,81,,PEN,F,SOL,N,8
1677,68,,PEN,F,VIU,S,3
1680,76,,PEN,F,DIV,N,3
1681,66,,PEN,F,CAS,S,3
1682,90,,PEN,F,DES,N,1
1683,76,,PEN,F,CAS,S,11
1684,91,,PEN,F,VIU,S,0
1685,73,,PEN,F,SOL,S,0
1686,69,,PEN,F,SOL,S,0
1687,71,,PEN,F,SOL,N,5
1688,74,,PEN,F,VIU,S,0
1689,94,,PEN,F,VIU,S,0
1690,71,,PEN,F,DIV,N,1
1691,77,,PEN,F,DES,N,0
1692,68,,PEN,F,VIU,S,1
1693,90,,PEN,F,VIU,S,0
1694,77,,PEN,F,VIU,S,1
1695,84,,PEN,F,VIU,S,1
1696,69,,PEN,F,SOL,S,7
1697,78,,PEN,F,CAS,S,1
1698,81,,PEN,F,SOL,S,0
1699,73,,PEN,F,SOL,N,1
1700,34,14.68,ATIVO,F,CAS,S,1
1701,81,,PEN,F,VIU,S,2
1702,69,,PEN,F,VIU,S,0
1703,71,,PEN,F,CAS,S,0
1704,87,,PEN,F,DES,S,0
1705,73,,PEN,F,CAS,S,0
1706,65,,PEN,F,CAS,S,2
1707,73,,PEN,F,CAS,N,0
1708,69,,PEN,F,SOL,S,1
1709,67,,PEN,F,SOL,N,0
1710,79,,PEN,F,SOL,N,1
1711,74,,PEN,F,VIU,S,5
1712,76,,PEN,F,CAS,S,2
1713,91,,PEN,F,VIU,N,0
1714,50,,PEN,F,SOL,N,1
1715,83,,PEN,F,VIU,N,0
1716,46,,PEN,F,SOL,S,4
1717,69,,PEN,F,DIV,S,1
1718,74,,PEN,F,VIU,S,3
1719,71,,PEN,F,CAS,S,0
1720,83,,PEN,F,CAS,S,4
1721,71,,PEN,F,SOL,S,0
1723,63,,PEN,F,SOL,S,11
1724,65,,PEN,F,SOL,S,7
1725,67,,PEN,F,VIU,N,0
1726,77,,PEN,F,VIU,N,2
1727,80,,PEN,F,CAS,S,2
1728,68,,PEN,F,CAS,N,10
1729,89,,PEN,F,VIU,S,1
1731,83,,PEN,F,VIU,N,0
1732,58,,PEN,F,CAS,N,8
1733,80,,PEN,F,CAS,N,1
1734,81,,PEN,F,SOL,N,0
1735,81,,PEN,F,VIU,N,12
1736,45,26.15,ATIVO,M,CAS,N,4
1737,45,26.15,ATIVO,M,CON,S,3
1738,85,,PEN,F,DES,N,1
1739,70,,PEN,F,SOL,N,1
1740,84,,PEN,F,CAS,N,0
1741,70,,PEN,F,VIU,N,1
1742,94,,PEN,F,VIU,N,0
1743,88,,PEN,F,CAS,N,0
1744,95,,PEN,F,VIU,S,0
1745,81,,PEN,F,VIU,S,1
1746,74,,PEN,F,VIU,S,2
1747,97,,PEN,F,VIU,S,1
1748,64,,PEN,F,SOL,S,2
1749,70,,PEN,F,CAS,S,3
1750,85,,PEN,F,SOL,S,0
1751,72,,PEN,F,SOL,S,0
1752,83,,PEN,F,VIU,S,0
1755,67,,PEN,F,SOL,N,5
1756,70,,PEN,F,SOL,N,5
1757,76,,PEN,F,CAS,S,1
1758,85,,PEN,F,CAS,N,0
1759,82,,PEN,F,SOL,S,3
1760,89,,PEN,F,VIU,S,1
1761,80,,PEN,F,VIU,S,3
1763,71,,PEN,F,CAS,S,7
1764,74,,PEN,F,SOL,S,3
1765,87,,PEN,F,CAS,S,1
1766,82,,PEN,F,CAS,S,0
1767,63,,PEN,F,VIU,S,0
1768,92,,PEN,F,SOL,N,0
1769,77,,PEN,F,VIU,N,0
1770,56,,PEN,F,SOL,N,5
1771,59,,PEN,F,SOL,S,9
1772,83,,PEN,F,SOL,S,0
1773,64,,PEN,F,SOL,N,2
1774,62,,PEN,F,SOL,S,2
1775,59,,PEN,F,SOL,S,2
1776,70,,PEN,F,CAS,N,0
1777,71,,PEN,F,DES,N,0
1778,79,,PEN,F,SOL,S,5
1779,85,,PEN,F,SOL,S,0
1780,71,,PEN,F,SOL,N,8
1781,86,,PEN,F,SOL,S,1
1782,89,,PEN,F,CAS,S,4
1783,68,,PEN,F,DIV,S,0
1784,85,,PEN,F,DIV,N,0
1785,76,,PEN,F,SOL,N,0
1786,64,,PEN,F,SOL,S,5
1787,73,,PEN,F,CAS,N,1
1788,80,,PEN,F,VIU,N,3
1789,68,,PEN,F,CAS,N,0
1790,48,,PEN,F,CAS,N,4
1793,71,,PEN,F,SOL,N,0
1794,73,,PEN,F,SOL,S,3
1795,76,,PEN,F,VIU,S,4
1796,90,,PEN,F,VIU,S,1
1797,94,,PEN,F,VIU,S,1
1798,76,,PEN,F,CAS,N,0
1799,77,,PEN,F,VIU,S,3
1800,78,,PEN,F,SOL,N,0
1801,81,,PEN,F,VIU,S,1
1802,75,,PEN,F,CAS,N,0
1803,82,,PEN,F,SOL,N,3
1804,83,,PEN,F,CAS,N,0
1805,98,,PEN,F,DES,S,1
1806,91,,PEN,F,VIU,N,0
1807,86,,PEN,F,VIU,N,4
1808,72,,PEN,F,SOL,S,1
1809,102,,PEN,F,VIU,S,0
1810,86,,PEN,F,SOL,N,0
1811,91,,PEN,F,VIU,S,1
1812,71,,PEN,F,VIU,N,3
1813,78,,PEN,F,VIU,S,2
1814,85,,PEN,F,VIU,S,4
1815,90,,PEN,F,CAS,N,1
1816,72,,PEN,F,CAS,N,0
1817,86,,PEN,F,CAS,N,0
1818,72,,PEN,F,DIV,S,5
1819,79,,PEN,F,DIV,N,0
1820,82,,PEN,F,DIV,N,1
1821,66,,PEN,F,SOL,S,5
1822,87,,PEN,F,CAS,N,1
1826,80,,PEN,F,CAS,S,3
1827,75,,PEN,M,SOL,N,3
1828,71,,PEN,F,SOL,S,9
1829,76,,PEN,F,CAS,N,1
1830,85,,PEN,F,VIU,S,0
1831,48,32.67,INAT,M,CAS,S,0
1833,50,33.66,INAT,M,CAS,S,0
1836,77,,PEN,F,VIU,N,4
1837,70,,PEN,F,CAS,N,3
1838,79,,PEN,F,DIV,N,0
1839,92,,PEN,F,CAS,N,1
1840,46,26.15,ATIVO,M,CAS,S,14
1841,45,26.15,ATIVO,F,CON,S,10
1842,93,,PEN,F,VIU,S,3
1843,80,,PEN,F,CAS,S,2
1844,73,,PEN,F,DIV,S,1
1845,89,,PEN,F,VIU,S,0
1846,73,,PEN,F,CAS,N,1
1847,93,,PEN,F,VIU,S,1
1848,74,,PEN,F,SOL,S,0
1849,85,,PEN,F,CAS,S,1
1855,74,,PEN,F,SOL,S,0
1856,56,33.66,INAT,M,CAS,N,9
1861,87,,PEN,F,CAS,N,0
1862,86,,PEN,F,SOL,S,0
1863,74,,PEN,F,SOL,N,4
1864,70,,PEN,F,CAS,S,0
1866,67,,PEN,F,DIV,N,0
1867,97,,PEN,F,VIU,N,1
1868,59,,PEN,F,SOL,S,1
1869,71,,PEN,F,DIV,S,6
1870,48,26.15,ATIVO,M,SOL,S,14
1871,99,,PEN,F,VIU,S,1
1872,91,,PEN,F,VIU,N,1
1873,81,,PEN,F,VIU,S,0
1874,85,,PEN,F,VIU,S,1
1875,81,,PEN,F,VIU,S,0
1876,59,,PEN,F,CAS,S,4
1877,94,,PEN,F,VIU,S,0
1878,77,,PEN,F,CAS,N,0
1879,61,,PEN,F,SOL,N,8
1880,75,,PEN,F,SEP,S,0
1882,81,,PEN,F,CAS,S,0
1883,71,,PEN,F,CAS,S,0
1884,88,,PEN,F,SOL,S,0
1885,74,,PEN,F,SOL,N,2
1886,96,,PEN,F,VIU,N,2
1887,76,,PEN,F,SOL,S,1
1888,81,,PEN,F,SOL,S,5
1889,65,,PEN,F,CAS,S,0
1890,61,,PEN,F,DIV,S,0
1891,74,,PEN,F,CAS,S,5
1892,85,,PEN,F,VIU,S,0
1893,81,,PEN,F,VIU,N,0
1894,85,,PEN,F,VIU,N,0
1895,69,,PEN,F,CAS,N,0
1896,71,,PEN,F,CAS,S,0
1897,63,,PEN,F,SOL,N,3
1898,56,,PEN,F,SOL,N,0
1899,75,,PEN,F,CAS,N,0
1900,72,,PEN,F,VIU,S,6
1901,65,,PEN,F,CAS,S,0
1902,64,,PEN,F,SOL,S,1
1903,88,,PEN,F,VIU,S,1
1904,79,,PEN,F,CAS,N,0
1905,72,,PEN,F,VIU,S,2
1906,82,,PEN,F,VIU,N,0
1907,73,,PEN,F,CAS,N,3
1908,74,,PEN,F,SOL,S,0
1909,84,,PEN,F,SOL,S,1
1910,80,,PEN,F,SOL,N,0
1911,63,,PEN,F,SOL,S,0
1914,68,,PEN,F,CAS,N,8
1915,65,,PEN,F,DIV,S,3
1916,77,,PEN,F,VIU,S,0
1917,78,,PEN,F,SOL,N,0
